# https://blockchair.com/ and whois results
# Dogecoin
IP Address|Port|Version|ASN|BGP Prefix|CC|Registry|Allocated|AS Name
1.160.158.15|22556|/Shibetoshi:1.14.3/|3462|1.160.0.0/16|TW|apnic|2010-05-05|HINET Data Communication Business Group, TW
1.64.66.81|22556|/Shibetoshi:1.14.3/|4760|1.64.64.0/19|HK|apnic|2010-06-29|HKTIMS-AP HKT Limited, HK
100.1.219.238|22556|/Shibetoshi:1.14.3/|701|100.1.0.0/16|US|arin|2010-12-28|UUNET, US
100.10.58.132|22556|/Shibetoshi:1.14.3/|701|100.10.0.0/16|US|arin|2010-12-28|UUNET, US
100.11.242.235|22556|/Shibetoshi:1.14.3/|701|100.11.0.0/16|US|arin|2010-12-28|UUNET, US
100.15.241.219|22556|/Shibetoshi:1.10.0/|701|100.15.0.0/16|US|arin|2010-12-28|UUNET, US
100.34.48.75|22556|/Shibetoshi:1.14.3/|701|100.34.0.0/16|US|arin|2010-12-28|UUNET, US
100.4.49.78|22556|/Shibetoshi:1.14.3/|701|100.4.0.0/17|US|arin|2010-12-28|UUNET, US
100.4.72.215|22556|/Shibetoshi:1.14.3/|701|100.4.0.0/17|US|arin|2010-12-28|UUNET, US
101.116.211.22|22556|/Shibetoshi:1.14.3/|133612|101.116.192.0/19|AU|apnic|2010-12-14|VODAFONE-AS-AP Vodafone Australia Pty Ltd, AU
101.181.104.111|22556|/Shibetoshi:1.14.3/|1221|101.160.0.0/11|AU|apnic|2010-12-23|ASN-TELSTRA Telstra Corporation Ltd, AU
101.189.16.225|22556|/Shibetoshi:1.14.3/|1221|101.160.0.0/11|AU|apnic|2010-12-23|ASN-TELSTRA Telstra Corporation Ltd, AU
103.116.45.253|22556|/Shibetoshi:1.14.3/|137877|103.116.45.0/24|MY|apnic|2018-05-29|LIGHTCLOUD-AS-AP LIGHT CLOUD HK LIMITED, HK
103.213.115.216|22556|/Shibetoshi:1.14.2/|24440|103.213.115.0/24|PK|apnic|2016-04-04|CYBERNET-APII Cyber Internet Services Pakistan, PK
104.136.194.232|22556|/Shibetoshi:1.14.3/|33363|104.136.192.0/18|US|arin|2014-06-04|BHN-33363, US
104.152.190.170|22556|/Shibetoshi:1.10.0/|31863|104.152.184.0/21|US|arin|2014-07-18|DACEN-2, US
104.156.59.201|22556|/Shibetoshi:1.14.3/|29802|104.156.59.0/24|US|arin|2014-07-14|HVC-AS, US
104.156.59.205|22556|/Shibetoshi:1.14.3/|29802|104.156.59.0/24|US|arin|2014-07-14|HVC-AS, US
104.156.59.206|22556|/Shibetoshi:1.14.3/|29802|104.156.59.0/24|US|arin|2014-07-14|HVC-AS, US
104.163.182.13|22556|/Shibetoshi:1.6.0/|1403|104.163.176.0/20|CA|arin|2014-08-14|EBOX, CA
104.2.96.26|22556|/Shibetoshi:1.14.2(@_@-honey-im-famous)/|7018|104.0.0.0/12|US|arin|2014-01-16|ATT-INTERNET4, US
104.236.136.96|22551|/Node:0.8.7.2/|14061|104.236.128.0/18|US|arin|2014-10-28|DIGITALOCEAN-ASN, US
104.237.11.204|17020|/NewYorkCoin:1.3.1.20/|8100|104.237.11.0/24|US|arin|2014-11-03|ASN-QUADRANET-GLOBAL, US
104.251.253.247|22556|/Shibetoshi:1.14.2/|26827|104.251.240.0/20|US|arin|2014-12-31|EPBTELECOM, US
104.50.154.69|22556|/Shibetoshi:1.14.3/|7018|104.48.0.0/12|US|arin|2014-05-06|ATT-INTERNET4, US
104.55.199.183|22556|/Shibetoshi:1.14.3/|7018|104.48.0.0/12|US|arin|2014-05-06|ATT-INTERNET4, US
107.12.8.79|22556|/Shibetoshi:1.14.3/|11426|107.12.0.0/17|US|arin|2010-09-23|TWC-11426-CAROLINAS, US
107.130.74.42|22556|/Shibetoshi:1.14.3/|7018|107.128.0.0/12|US|arin|2013-10-23|ATT-INTERNET4, US
107.174.34.77|22445|/Pandoshi:3.0.7.1/|36352|107.174.32.0/21|US|arin|2013-12-27|AS-COLOCROSSING, US
107.174.34.78|22445|/Pandoshi:3.0.7.1/|36352|107.174.32.0/21|US|arin|2013-12-27|AS-COLOCROSSING, US
107.178.98.66|22556|/Shibetoshi:1.14.2/|53755|107.178.64.0/18|US|arin|2014-02-10|IOFLOOD, US
107.185.225.187|22556|/Shibetoshi:1.14.3/|20001|107.184.0.0/15|US|arin|2014-02-12|TWC-20001-PACWEST, US
107.198.185.178|22556|/Shibetoshi:1.14.3/|7018|107.192.0.0/12|US|arin|2012-04-25|ATT-INTERNET4, US
107.3.41.95|22556|/Shibetoshi:1.14.3/|7922|107.0.0.0/14|US|arin|2010-06-29|COMCAST-7922, US
107.5.197.155|22556|/Shibetoshi:1.14.3/|7922|107.4.0.0/15|US|arin|2010-06-29|COMCAST-7922, US
108.168.125.21|22556|/Shibetoshi:1.14.3/|40788|108.168.0.0/17|CA|arin|2011-12-29|START-, CA
108.173.34.72|22556|/Shibetoshi:1.14.2/|852|108.173.0.0/16|CA|arin|2012-02-01|TELUS Communications, CA
108.175.238.236|22556|/Shibetoshi:1.14.3/|5645|108.175.224.0/20|CA|arin|2012-03-02|TEKSAVVY, CA
108.185.203.177|22556|/Shibetoshi:1.14.2/|20001|108.184.0.0/15|US|arin|2013-01-24|TWC-20001-PACWEST, US
108.193.242.56|22556|/Shibetoshi:1.14.3/|7018|108.192.0.0/10|US|arin|2011-01-12|ATT-INTERNET4, US
108.221.37.214|22556|/Shibetoshi:1.14.3/|7018|108.192.0.0/10|US|arin|2011-01-12|ATT-INTERNET4, US
108.234.193.108|22556|/Shibetoshi:1.14.2/|7018|108.192.0.0/10|US|arin|2011-01-12|ATT-INTERNET4, US
108.24.98.133|22556|/Shibetoshi:1.14.3/|701|108.24.0.0/16|US|arin|2009-06-05|UUNET, US
108.4.138.166|22556|/Shibetoshi:1.14.2/|701|108.4.128.0/19|US|arin|2009-06-05|UUNET, US
108.49.117.21|22556|/Shibetoshi:1.14.2/|701|108.49.0.0/16|US|arin|2009-06-05|UUNET, US
108.54.156.180|22556|/Shibetoshi:1.14.2/|701|108.54.0.0/16|US|arin|2009-06-05|UUNET, US
109.106.244.78|22556|/Shibetoshi:1.14.3/|47583|109.106.240.0/21|DE|ripencc|2009-10-19|AS-HOSTINGER, CY
109.134.123.93|22556|/Shibetoshi:1.14.3/|5432|109.132.0.0/14|BE|ripencc|2009-07-27|PROXIMUS-ISP-AS, BE
109.226.160.227|22556|/Shibetoshi:1.14.3/|21032|109.226.128.0/18|DE|ripencc|2010-01-27|TELTA-AS, DE
109.233.109.26|22556|/Shibetoshi:1.14.2/|48716|109.233.109.0/24|KZ|ripencc|2018-06-29|PSKZ-ALA, KZ
109.238.14.152|22556|/Shibetoshi:1.14.3/|21409|109.238.0.0/20|FR|ripencc|2010-01-20|IKOULA, FR
110.174.24.244|22556|/Shibetoshi:1.14.3/|7545|110.174.24.0/24|AU|apnic|2009-05-08|TPG-INTERNET-AP TPG Telecom Limited, AU
112.213.196.86|55226|/Shibetoshi:1.14.2/|136994|112.213.192.0/20|AU|apnic|2009-02-19|SOUTHERNPHONE-AS-AP Southern Phone Company Ltd, AU
112.5.37.213|22556|/Shibetoshi:1.14.3/|9808|112.5.32.0/21|CN|apnic|2008-12-15|CMNET-GD Guangdong Mobile Communication Co.Ltd., CN
112.5.37.227|22556|/Shibetoshi:1.14.3/|9808|112.5.32.0/21|CN|apnic|2008-12-15|CMNET-GD Guangdong Mobile Communication Co.Ltd., CN
112.74.45.139|22556|/Shibetoshi:1.14.2/|37963|112.74.0.0/17|CN|apnic|2008-12-24|CNNIC-ALIBABA-CN-NET-AP Hangzhou Alibaba Advertising Co.,Ltd., CN
