# bitcoin dns seeds and whois results
IP Address|ASN|BGP Prefix|CC|Registry|Allocated|AS Name
101.191.128.47|1221|101.160.0.0/11|AU|apnic|2010-12-23|ASN-TELSTRA Telstra Corporation Ltd, AU
103.239.19.142|131896|103.239.19.0/24|JP|apnic|2014-07-30|SSI-LAB SSI Lab Inc., JP
108.5.227.65|701|108.5.0.0/16|US|arin|2009-06-05|UUNET, US
108.7.47.223|701|108.7.0.0/16|US|arin|2009-06-05|UUNET, US
109.123.213.130|21430|109.123.212.0/23|CZ|ripencc|2009-10-20|WIA-AS, CZ
109.194.27.222|51645|109.194.16.0/20|RU|ripencc|2009-10-27|IRKUTSK-AS, RU
109.238.11.95|21409|109.238.0.0/20|FR|ripencc|2010-01-20|IKOULA, FR
13.113.116.175|16509|13.112.0.0/14|US|arin|2016-08-09|AMAZON-02, US
13.244.102.90|16509|13.244.0.0/15|US|arin|2018-07-11|AMAZON-02, US
134.122.100.130|14061|134.122.96.0/20|US|arin|2019-09-06|DIGITALOCEAN-ASN, US
134.41.193.134|855|134.41.192.0/21|CA|arin|2016-11-08|CANET-ASN-4, CA
135.181.57.248|24940|135.181.0.0/16|DE|ripencc|1996-04-30|HETZNER-AS, DE
139.59.121.251|14061|139.59.112.0/20|SG|apnic|1990-06-27|DIGITALOCEAN-ASN, US
14.200.218.50|7545|14.200.218.0/24|AU|apnic|2010-09-14|TPG-INTERNET-AP TPG Telecom Limited, AU
141.164.39.196|20473|141.164.32.0/19|JP|apnic|1990-07-23|AS-CHOOPA, US
145.53.202.234|1136|145.53.0.0/16|NL|ripencc|1993-09-01|KPN KPN National, NL
148.251.69.13|24940|148.251.0.0/16|DE|ripencc|1993-09-01|HETZNER-AS, DE
149.233.132.24|15943|149.233.128.0/17|DE|ripencc|1993-05-05|WTNET-AS wilhelm.tel GmbH, DE
152.115.191.196|31027|152.115.128.0/17|DK|ripencc|1991-08-12|GLOBALCONNECT-AS, DK
155.207.131.21|5470|155.207.0.0/16|GR|ripencc|1991-11-26|ASAUTHNET AUTH-NET-AS, GR
157.230.233.211|14061|157.230.224.0/20|US|arin|2018-08-22|DIGITALOCEAN-ASN, US
