# https://www.dan.me.uk/torlist/ and whois results
IP Address|ASN|BGP Prefix|CC|Registry|Allocated|AS Name
100.10.14.116|701|100.10.0.0/16|US|arin|2010-12-28|UUNET, US
100.14.159.254|701|100.14.0.0/16|US|arin|2010-12-28|UUNET, US
100.14.23.208|701|100.14.0.0/16|US|arin|2010-12-28|UUNET, US
100.15.139.123|701|100.15.0.0/16|US|arin|2010-12-28|UUNET, US
100.16.224.136|701|100.16.0.0/16|US|arin|2010-12-28|UUNET, US
100.35.139.62|701|100.35.0.0/16|US|arin|2010-12-28|UUNET, US
100.35.77.53|701|100.35.0.0/16|US|arin|2010-12-28|UUNET, US
100.36.131.172|701|100.36.0.0/16|US|arin|2010-12-28|UUNET, US
101.100.146.147|133579|101.100.146.0/24|NZ|apnic|2010-12-22|MYREPNZ-AS-AP MYREPUBLIC LIMITED, NZ
101.100.160.122|56300|101.100.160.0/24|SG|apnic|2010-12-22|MYREPUBLIC-SG MyRepublic Ltd., SG
101.114.63.11|133612|101.114.32.0/19|AU|apnic|2010-12-14|VODAFONE-AS-AP Vodafone Australia Pty Ltd, AU
101.182.76.189|1221|101.160.0.0/11|AU|apnic|2010-12-23|ASN-TELSTRA Telstra Corporation Ltd, AU
101.55.125.10|55592|101.55.125.0/24|KR|apnic|2011-02-10|KDT-AS-KR Korea Data Telecommunication Co., Ltd., KR
101.98.27.141|9790|101.98.0.0/16|NZ|apnic|2010-12-22|VOCUSGROUPNZ VocusGroup, NZ
101.99.90.171|45839|101.99.90.0/24|MY|apnic|2011-03-15|SHINJIRU-MY-AS-AP Shinjiru Technology Sdn Bhd, MY
101.99.95.201|201133|101.99.95.0/24|MY|apnic|2011-03-15|VERDINA, BZ
102.130.112.81|328364|102.130.112.0/24|ZA|afrinic|2018-09-19|Host-Africa-AS, ZA
103.102.46.57|38001|103.102.46.0/24|GI|apnic|2017-10-11|NEWMEDIAEXPRESS-AS-AP NewMedia Express Pte Ltd, SG
103.119.112.78|174|103.119.112.0/24|SG|apnic|2018-07-20|COGENT-174, US
103.136.43.141|44812|103.136.43.0/24|IN|apnic|2019-03-05|IPSERVER-RU-NET Fiord, RU
103.152.79.249|132335|103.152.79.0/24|IN|apnic|2020-06-19|NETWORK-LEAPSWITCH-IN LeapSwitch Networks Pvt Ltd, IN
103.152.79.250|132335|103.152.79.0/24|IN|apnic|2020-06-19|NETWORK-LEAPSWITCH-IN LeapSwitch Networks Pvt Ltd, IN
103.153.92.93|138754|103.153.92.0/24|IN|apnic|2020-07-15|KVBPL-AS-IN Kerala Vision Broad Band Private Limited, IN
103.16.26.160|132597|103.16.26.0/23|HK|apnic|2013-01-31|SERVERWORKS-AS Hong Kong Serverworks Limited, HK
103.200.210.66|63930|103.200.210.0/24|SG|apnic|2015-11-18|READYSERVER-SG READY SERVER PTE LTD, SG
103.212.70.118|55720|103.212.70.0/24|MY|apnic|2016-03-29|GIGABIT-MY Gigabit Hosting Sdn Bhd, MY
103.227.99.72|24309|103.227.96.0/22|IN|apnic|2014-03-10|CABLELITE-AS-AP Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA, IN
103.228.53.155|55720|103.228.53.0/24|MY|apnic|2014-03-24|GIGABIT-MY Gigabit Hosting Sdn Bhd, MY
103.234.220.195|9381|103.234.220.0/24|HK|apnic|2014-06-25|HKBNES-AS-AP HKBN Enterprise Solutions HK Limited, HK
103.236.201.110|136052|103.236.201.0/24|ID|apnic|2015-09-01|IDNIC-IDCLOUDHOST-AS-ID PT Cloud Hosting Indonesia, ID
103.236.201.88|136052|103.236.201.0/24|ID|apnic|2015-09-01|IDNIC-IDCLOUDHOST-AS-ID PT Cloud Hosting Indonesia, ID
103.242.118.111|132967|103.242.118.0/24|IN|apnic|2013-09-18|OCEANEXPORTS-AS OCEAN EXPORTS, IN
103.246.250.238|136557|103.246.250.0/24|AU|apnic|2011-09-01|HOST-AS-AP Host Universal Pty Ltd, AU
103.249.28.195|45382|103.249.28.0/24|KR|apnic|2013-05-29|EHOSTIDC-AS-KR EHOSTICT, KR
