# Bitnodes short version https://bitnodes.io/api/v1/snapshots/ 
# Time 1634307915
IP Address|Port|Protocol Version|User Agent|Connected Since|Height|Hostname|Country Code|ASN|Organization Name
1.116.110.123|8333|70016|/Satoshi:22.0.0/|1634230552|705127|1.116.110.123|CN|AS45090|Shenzhen Tencent Computer Systems Company Limited
1.13.7.12|8333|70016|/Satoshi:0.21.1/|1634306990|705127|1.13.7.12|CN|AS45090|Shenzhen Tencent Computer Systems Company Limited
100.0.15.8|8333|70016|/Satoshi:0.21.1/|1634214521|705125|pool-100-0-15-8.bstnma.fios.verizon.net|US|AS701|UUNET
100.11.131.46|8333|70015|/Satoshi:0.20.1/|1632915089|705127|pool-100-11-131-46.phlapa.fios.verizon.net|US|AS701|UUNET
100.14.9.2|8333|70016|/Satoshi:0.21.1/|1634105230|705127|pool-100-14-9-2.phlapa.fios.verizon.net|US|AS701|UUNET
100.15.81.199|8333|70015|/Satoshi:0.18.1/|1634212690|705127|pool-100-15-81-199.washdc.fios.verizon.net|US|AS701|UUNET
100.34.17.227|8333|70016|/Satoshi:22.0.0/|1634058458|705127|pool-100-34-17-227.phlapa.fios.verizon.net|US|AS701|UUNET
100.36.139.139|64668|70016|/Satoshi:0.21.1/|1634165342|705127|pool-100-36-139-139.washdc.fios.verizon.net|US|AS701|UUNET
100.36.184.223|8333|70016|/Satoshi:0.21.0/|1633928744|705127|pool-100-36-184-223.washdc.fios.verizon.net|US|AS701|UUNET
100.36.19.244|8333|70016|/Satoshi:0.21.0/|1633525421|705127|pool-100-36-19-244.washdc.fios.verizon.net|US|AS701|UUNET
100.36.38.253|8333|70016|/Satoshi:22.0.0/|1633821547|705127|pool-100-36-38-253.washdc.fios.verizon.net|US|AS701|UUNET
100.36.62.250|8333|70016|/Satoshi:0.21.1(FutureBit-Apollo-Node)/|1634296025|705108|pool-100-36-62-250.washdc.fios.verizon.net|US|AS701|UUNET
100.40.202.114|8333|70016|/Satoshi:0.21.1(FutureBit-Apollo-Node)/|1634234348|705123|pool-100-40-202-114.pghkny.fios.verizon.net|US|AS701|UUNET
100.6.20.104|8333|70016|/Satoshi:0.21.0/|1634079869|705127|pool-100-6-20-104.pitbpa.fios.verizon.net|US|AS701|UUNET
101.100.139.113|8333|70016|/Satoshi:0.21.1/|1634305417|705126|101-100-139-113.myrepublic.co.nz|NZ|AS133579|MYREPUBLIC LIMITED
101.100.139.83|8333|70016|/Satoshi:0.21.1/|1634000423|705127|101-100-139-83.myrepublic.co.nz|NZ|AS133579|MYREPUBLIC LIMITED
101.101.209.80|8333|70016|/Satoshi:0.20.99/|1633880313|705127|101.101.209.80|KR|AS135354|NAVER BUSINESS PLATFORM ASIA PACIFIC PTE. LTD.
101.117.24.210|8333|70016|/Satoshi:22.0.0/|1634145091|705127|101.117.24.210|AU|AS133612|Vodafone Australia Pty Ltd
101.132.39.85|8333|70015|/Satoshi:0.19.1/|1634307601|705127|101.132.39.85|CN|AS37963|Hangzhou Alibaba Advertising Co.,Ltd.
101.165.210.58|8333|70016|/Satoshi:0.21.0/|1634258382|705127|cpe-101-165-210-58.vb08.vic.asp.telstra.net|AU|AS1221|Telstra Corporation Ltd
101.191.141.18|8333|70016|/Satoshi:22.0.0/|1633744014|705127|cpe-101-191-141-18.nb13.nsw.asp.telstra.net|AU|AS1221|Telstra Corporation Ltd
101.200.160.24|8333|70015|/Satoshi:0.17.1/|1634226847|705126|101.200.160.24|CN|AS37963|Hangzhou Alibaba Advertising Co.,Ltd.
101.200.40.4|8333|70015|/Satoshi:0.20.1/|1634075179|705127|101.200.40.4|CN|AS37963|Hangzhou Alibaba Advertising Co.,Ltd.
101.83.96.78|8333|70015|/Satoshi:0.19.1/|1633239752|705126|101.83.96.78|CN|AS4812|China Telecom Group
101.98.167.205|8333|70016|/Satoshi:22.0.0/|1634293105|705127|dynamic-cpe-pool.callplus.net.nz|NZ|AS9790|VocusGroup
102.132.235.137|8333|70016|/Satoshi:0.21.0/|1634046206|705127|102.132.235.137|ZA|AS37680|COOL-IDEAS
102.132.245.16|8333|70016|/Satoshi:0.21.1/|1634164629|705127|nn4g-cust.coolideas.co.za|ZA|AS37680|COOL-IDEAS
102.182.204.96|8333|70016|/Satoshi:0.21.1/|1634034574|705127|102-182-204-96.ip.afrihost.co.za|ZA|AS37611|Afrihost
102.182.235.245|8333|70015|/Satoshi:0.19.1/|1633657036|705127|102-182-235-245.ip.afrihost.joburg|ZA|AS37611|Afrihost
102.65.106.83|8333|70016|/Satoshi:0.21.1/|1634306698|705127|102-65-106-83.ftth.web.africa|ZA|AS328453|Web-Africa-Networks-AS
102.65.40.29|8333|70016|/Satoshi:0.21.1(FutureBit-Apollo-Node)/|1633822806|705125|102-65-40-29.ftth.web.africa|ZA|AS328453|Web-Africa-Networks-AS
103.102.195.146|8333|70016|/Satoshi:0.21.1/|1634231000|705127|103.102.195.146|CN|AS4808|China Unicom Beijing Province Network
103.109.101.216|8333|70016|/Satoshi:0.21.1/|1633564031|705127|103.109.101.216|HK|AS206264|Amarutu Technology Ltd
103.117.146.210|8333|70015|/Satoshi:0.17.1/|1632199431|705127|103.117.146.210|HK|AS45753|NETSEC
103.117.146.98|8333|70015|/Satoshi:0.20.0/|1633557922|705127|103.117.146.98|HK|AS45753|NETSEC
103.129.13.34|8333|70016|/Satoshi:0.21.1/|1634243918|705127|103.129.13.34|TH|AS135556|Metrabyte One Company Limited
103.137.94.235|8333|70016|/Satoshi:22.0.0/|1633852664|705127|103.137.94.235|IN|AS136334|Vortex Netsol Private Limited
103.14.245.250|8333|70016|/Satoshi:0.21.1/|1633790640|705127|himura.kenshin.sg|SG|AS24482|SG.GS
103.147.122.113|8333|70015|/Satoshi:0.17.1/|1633563594|705127|103.147.122.113|VN|AS135932|Viet Storage Technology Joint Stock Company
103.155.92.141|8333|70016|/Satoshi:0.21.1/|1633032878|705127|server1.kamon.la|MY|AS50867|Hostkey B.v.
103.16.128.63|8333|70016|/Satoshi:22.99.0/|1633381698|705127|cornflower.erisian.com.au|AU|AS133159|Mammoth Media Pty Ltd
103.163.225.51|8333|70015|/Satoshi:0.17.0/|1634228165|705127|.|TH|AS141780|CHANNEL G COMPANY LIMITED
103.209.12.144|8333|70016|/Satoshi:0.21.1/|1633146177|705127|103-209-12-144.static.lightningbroadband.com.au|AU|AS136000|Lightning Broadband Pty Ltd
103.213.115.102|8333|70016|/Satoshi:0.21.0/|1629962959|705126|103.213.115.102|PK|AS24440|Cyber Internet Services Pakistan
103.22.144.67|8333|70016|/Satoshi:0.21.1/|1631614812|705126|ozlabs.org|AU|AS45447|YLess4U Regional Broadband
103.224.119.99|8333|70016|/Satoshi:0.21.1/|1633626566|705127|103.224.119.99|SG|AS56300|MyRepublic Ltd.
103.231.191.7|8333|70015|/Satoshi:0.20.0/|1633648654|705127|103.231.191.7|SG|AS17831|8 Burn Road# 15-13, Trivex
103.232.104.227|8333|70016|/Satoshi:0.21.0/|1634191463|705127|227.104.232.103.ip.2degrees.nz|NZ|AS23655|Snap Internet Limited
103.235.230.196|8333|70015|/Satoshi:0.17.1/|1634230990|705127|103.235.230.196|CN|AS56282|Beijing Internet Harbor Technology Co., Ltd
103.239.19.142|8333|70015|/Satoshi:0.18.0/|1630695178|705127|103.239.19.142|JP|AS131896|SSI Lab Inc.
